load_1_0;load_2_1;load_3_2;load_4_3;load_5_4;load_8_5;load_9_6;load_10_7;load_11_8;load_12_9;load_13_10
16.14;65.84;34.02;5.30;8.86;20.76;6.44;2.73;4.09;9.39;10.99
15.73;63.35;32.41;5.22;8.45;20.06;6.17;2.57;4.04;8.97;10.88
15.67;62.52;31.90;5.22;8.37;19.81;5.94;2.50;3.93;8.80;10.44
14.99;60.79;31.45;5.07;8.09;19.14;5.91;2.46;3.80;8.72;10.06
14.84;60.13;30.51;4.97;8.01;18.85;5.73;2.49;3.80;8.42;9.94
14.47;57.36;29.49;4.78;7.74;18.24;5.59;2.36;3.64;8.28;9.90
14.36;57.83;29.85;4.76;7.71;18.45;5.50;2.35;3.69;8.32;9.66
14.47;57.88;29.81;4.85;7.67;18.44;5.65;2.42;3.63;8.28;9.69
14.38;57.86;29.72;4.79;7.81;18.35;5.68;2.40;3.70;8.49;10.00
15.87;63.02;32.92;5.19;8.30;19.79;6.15;2.59;4.00;8.90;10.75
16.14;64.78;33.42;5.33;8.68;20.17;6.17;2.66;4.03;9.21;10.81
16.09;64.45;32.49;5.16;8.35;19.96;6.07;2.66;4.02;9.03;10.78
16.24;66.15;33.76;5.44;8.80;20.56;6.32;2.72;4.16;9.44;11.04
19.69;79.44;40.43;6.47;10.56;24.07;7.61;3.23;4.95;11.13;13.22
20.10;80.87;41.07;6.57;10.68;25.00;7.65;3.33;5.00;11.47;13.63
20.25;81.99;41.29;6.75;10.82;25.11;7.84;3.37;5.16;11.51;13.70
20.82;85.67;44.13;7.04;11.29;26.21;8.39;3.42;5.28;12.12;14.09
21.27;85.73;44.03;7.13;11.27;26.70;8.40;3.51;5.42;12.13;14.57
21.63;86.21;44.22;7.14;11.40;26.43;8.31;3.52;5.43;11.94;14.17
22.18;89.03;45.00;7.17;11.63;27.07;8.37;3.59;5.54;12.61;14.57
22.33;88.87;45.53;7.26;11.77;27.39;8.58;3.63;5.61;12.32;14.85
21.51;89.18;44.21;7.28;11.41;27.27;8.58;3.58;5.43;12.17;14.66
22.11;89.66;45.22;7.19;11.50;27.09;8.62;3.65;5.53;12.27;14.70
21.66;88.04;44.30;7.22;11.48;26.58;8.20;3.61;5.47;12.25;14.33
21.92;87.03;45.18;7.20;11.74;27.02;8.42;3.65;5.54;12.29;14.62
22.01;88.59;45.80;7.37;11.51;27.03;8.49;3.57;5.59;12.18;14.63
21.75;88.00;44.28;7.18;11.59;26.39;8.39;3.53;5.41;11.92;14.13
21.72;89.78;44.11;7.24;11.47;26.73;8.24;3.56;5.46;12.03;14.59
21.90;88.50;44.59;7.30;11.57;26.95;8.31;3.59;5.39;12.24;14.60
22.13;90.37;45.18;7.30;11.75;26.81;8.44;3.65;5.48;12.44;14.38
21.97;91.30;43.72;7.29;11.38;26.64;8.31;3.53;5.46;12.18;14.57
21.01;85.36;43.12;7.00;11.16;25.94;7.99;3.39;5.14;11.71;13.90
20.46;83.45;41.57;6.86;10.71;25.28;7.82;3.32;5.04;11.46;13.50
19.09;78.39;39.50;6.33;10.35;23.11;7.34;3.22;4.82;10.65;12.56
18.71;77.18;38.59;6.33;9.94;22.51;7.11;3.02;4.77;10.62;12.47
17.82;73.56;36.02;5.94;9.34;22.07;6.79;2.92;4.62;9.90;11.88
17.34;70.48;35.70;5.90;9.23;21.31;6.55;2.95;4.43;9.87;11.53
16.38;67.70;34.50;5.49;8.54;20.13;6.27;2.70;4.18;9.06;10.72
15.81;64.90;32.03;5.24;8.24;19.14;5.99;2.58;3.83;8.57;10.40
15.30;63.41;31.66;5.07;8.18;18.90;5.81;2.54;3.85;8.59;10.23
15.69;64.34;31.30;5.20;8.18;19.16;5.95;2.56;3.96;8.59;10.24
16.39;68.76;32.95;5.38;8.50;19.51;6.16;2.69;4.08;8.93;10.58
16.37;67.69;33.89;5.49;8.76;19.91;6.28;2.74;4.16;9.38;10.97
16.70;66.88;34.01;5.42;8.57;19.84;6.21;2.71;4.11;9.09;10.93
16.72;67.40;34.23;5.60;8.62;20.45;6.40;2.76;4.18;9.07;11.03
16.61;68.97;34.93;5.66;8.53;20.30;6.38;2.78;4.31;9.25;11.14
16.53;69.33;34.13;5.57;8.80;20.57;6.29;2.78;4.22;9.16;11.05
16.48;67.72;34.30;5.52;8.82;20.40;6.42;2.76;4.19;9.00;10.96
16.40;69.13;34.21;5.50;8.60;20.12;6.12;2.66;4.08;9.13;10.99
16.54;68.36;34.14;5.60;8.71;20.27;6.22;2.76;4.09;8.98;10.93
16.35;68.99;33.40;5.54;8.44;19.86;6.24;2.64;4.13;9.05;10.99
16.52;68.75;34.38;5.65;8.62;20.37;6.19;2.69;4.13;9.07;11.13
16.37;69.30;34.07;5.52;8.72;20.28;6.32;2.76;4.09;8.98;10.94
16.24;68.24;33.72;5.50;8.52;19.97;6.12;2.75;4.08;8.96;10.91
16.57;69.21;33.85;5.58;8.60;20.03;6.11;2.75;4.16;8.95;10.99
16.37;69.13;33.63;5.52;8.72;20.20;6.23;2.67;4.09;9.08;11.12
16.16;67.87;32.85;5.47;8.60;19.81;6.17;2.61;4.08;8.78;10.78
17.54;72.37;35.72;5.85;8.91;21.34;6.50;2.78;4.45;9.37;11.41
17.64;74.04;36.59;5.85;9.24;21.41;6.70;2.83;4.43;9.81;11.88
18.28;76.68;37.90;6.09;9.38;21.95;6.77;2.90;4.54;9.96;12.09
18.86;77.78;37.91;6.06;9.58;22.77;6.94;2.93;4.59;9.97;12.41
20.62;87.31;42.53;6.87;10.63;24.70;7.84;3.33;5.15;11.17;13.64
21.96;89.64;43.59;7.06;11.09;25.88;8.07;3.36;5.38;11.65;14.23
23.14;94.89;45.46;7.48;11.45;27.46;8.53;3.62;5.49;12.27;14.96
23.53;97.72;46.59;7.65;11.71;27.95;8.48;3.70;5.73;12.54;15.65
25.74;109.62;53.31;8.36;13.07;30.97;9.54;4.05;6.40;13.46;17.38
26.93;112.69;55.74;8.75;13.33;32.18;9.69;4.17;6.46;14.00;18.04
27.40;116.86;56.72;9.04;13.84;33.43;10.14;4.25;6.71;14.52;18.49
27.78;114.73;57.78;9.17;14.45;33.61;10.42;4.31;6.94;14.72;18.89
28.42;119.92;60.10;9.66;14.92;35.38;10.66;4.40;6.96;15.20;19.47
29.94;127.11;62.97;9.98;15.56;35.81;11.01;4.55;7.19;16.00;20.40
29.53;125.58;63.74;10.09;15.50;37.13;11.11;4.68;7.46;15.79;20.32
30.51;129.04;64.30;10.42;16.07;37.95;11.46;4.76;7.44;16.52;21.13
31.09;131.58;65.10;10.72;16.54;39.98;12.10;5.05;7.81;17.31;21.60
32.17;134.10;67.90;10.83;16.86;40.83;12.37;5.10;8.04;17.63;21.96
32.63;139.55;69.70;11.25;17.42;41.98;12.99;5.39;8.40;17.74;22.49
33.71;140.13;69.19;11.18;17.74;42.98;13.26;5.43;8.63;18.53;22.69
32.22;134.23;68.57;11.05;17.18;41.73;12.58;5.22;8.28;17.64;21.94
31.59;131.79;68.00;10.83;16.85;41.22;12.64;5.12;8.27;17.30;21.51
31.54;130.19;67.86;10.91;16.89;41.40;12.71;5.23;8.22;17.64;21.67
32.29;132.64;67.00;11.17;17.05;41.95;12.68;5.28;8.45;17.96;21.73
30.59;127.92;65.57;10.54;16.54;40.69;12.59;5.27;8.49;17.71;20.93
29.44;128.61;63.73;10.57;16.29;40.73;12.29;5.14;8.00;17.86;20.86
30.53;127.75;64.53;10.27;16.78;40.80;12.59;5.06;8.39;18.09;20.83
30.03;127.06;65.26;10.40;16.60;41.01;12.56;5.20;8.52;18.34;20.79
28.85;122.82;62.79;10.03;15.66;39.02;11.95;4.95;7.97;17.17;19.78
29.13;122.45;61.85;10.08;15.60;39.21;12.01;4.97;7.87;17.39;20.16
28.62;124.28;62.49;9.95;15.76;38.71;12.17;4.98;8.16;17.83;19.63
29.08;124.22;62.59;10.11;15.93;39.19;11.91;4.99;8.03;17.59;20.22
28.04;119.57;60.93;9.71;15.37;38.29;11.46;4.85;7.82;16.85;19.68
28.46;120.23;60.32;9.62;15.32;38.49;11.52;4.88;7.73;17.62;19.65
27.91;119.00;60.59;9.94;15.11;38.40;11.71;4.90;7.90;17.29;19.74
28.04;118.24;60.67;9.71;15.23;37.61;11.46;4.85;7.68;16.99;19.28
29.20;122.99;63.19;10.16;15.66;39.21;11.85;4.94;8.18;17.63;20.59
29.31;125.99;63.64;10.34;16.23;39.80;12.21;5.03;8.19;17.67;21.12
30.05;128.21;64.47;10.21;16.19;40.26;12.25;5.11;8.31;18.09;21.00
29.56;122.86;64.03;10.09;15.86;40.23;12.11;5.05;8.08;17.88;20.62
30.14;124.20;63.63;10.34;16.45;39.75;12.09;5.10;8.30;18.20;20.97
30.13;125.73;63.88;10.14;16.22;39.55;12.31;5.21;8.11;17.96;20.71
30.28;123.58;64.17;9.95;15.86;39.65;12.11;5.05;8.22;17.74;20.33
29.84;126.94;63.61;10.04;16.16;39.74;11.94;5.09;8.15;17.76;20.23
29.38;125.46;63.52;10.23;15.70;39.18;12.10;5.04;7.92;17.72;20.31
29.32;124.96;62.41;10.11;15.75;39.73;11.99;4.91;7.95;17.62;20.51
29.54;124.68;64.30;10.14;15.78;39.97;11.87;5.07;7.82;17.38;20.71
29.37;125.54;62.91;9.93;15.84;39.30;11.95;5.04;7.92;17.28;20.30
30.36;125.72;64.56;10.22;16.14;39.69;12.29;5.03;8.14;17.92;20.88
29.52;125.16;63.61;10.18;16.09;40.15;12.10;5.02;8.27;18.15;20.96
29.28;124.60;63.55;10.30;16.04;40.01;11.92;5.00;8.09;17.80;20.60
29.42;122.06;64.54;10.24;15.66;39.66;12.00;4.98;7.90;17.56;20.78
28.86;121.84;63.11;10.06;15.74;39.20;11.95;4.96;8.02;16.91;20.40
28.66;120.60;62.40;9.99;15.49;38.36;11.73;4.92;7.67;16.94;20.27
29.28;123.54;62.21;9.76;15.73;39.48;11.80;4.81;7.87;17.34;20.54
29.10;120.30;62.10;9.84;15.49;39.09;11.73;4.92;7.82;17.23;20.41
27.78;118.94;60.96;9.83;15.24;37.89;11.54;4.70;7.55;16.67;19.66
28.20;118.05;59.52;9.64;15.02;37.84;11.48;4.68;7.51;16.72;19.41
27.38;118.04;59.51;9.50;14.81;37.30;11.18;4.61;7.68;16.34;19.14
27.49;118.10;58.91;9.40;15.15;37.87;11.22;4.63;7.29;16.27;19.50
27.92;119.34;60.81;9.35;15.17;37.99;11.20;4.68;7.51;16.87;19.98
27.96;118.22;60.88;9.65;15.04;38.74;11.35;4.68;7.66;16.75;19.16
27.57;117.42;59.34;9.52;15.11;37.37;11.20;4.62;7.42;16.51;19.87
27.32;117.57;60.72;9.52;14.63;37.12;11.04;4.55;7.31;16.56;19.59
26.26;111.55;57.08;8.97;14.04;35.62;10.66;4.42;7.28;15.73;18.33
25.90;108.81;56.12;8.76;13.84;34.91;10.54;4.32;7.11;15.24;18.66
24.91;108.53;54.02;8.51;13.81;34.16;10.36;4.19;6.91;15.17;17.88
24.56;101.95;53.30;8.47;13.47;33.03;10.02;4.05;6.68;14.55;17.53
23.61;99.95;52.38;8.14;12.84;32.67;9.63;4.01;6.53;14.33;16.96
23.56;99.63;50.83;8.23;12.96;32.01;9.69;3.94;6.54;14.43;16.34
23.40;99.33;50.51;7.99;12.82;32.51;9.56;3.94;6.41;14.29;16.54
23.11;97.84;50.30;7.96;12.49;32.06;9.40;3.87;6.30;13.93;16.14
22.97;96.34;50.17;7.88;12.54;31.30;9.54;3.77;6.44;14.21;16.20
22.40;97.90;48.62;7.87;12.35;31.25;9.29;3.82;6.12;13.77;16.06
21.92;93.67;47.63;7.38;11.91;30.56;8.96;3.69;6.11;13.28;15.49
21.76;91.02;46.56;7.43;11.72;29.71;8.79;3.66;6.07;13.29;14.75
21.75;91.61;47.69;7.42;11.71;29.80;8.99;3.66;5.96;13.18;15.37
21.26;92.11;45.80;7.39;11.50;29.06;8.73;3.59;5.85;13.04;15.09
19.84;86.71;45.36;7.14;11.05;27.66;8.21;3.42;5.57;12.32;14.17
19.94;84.25;43.70;6.87;10.78;27.00;8.21;3.34;5.44;12.02;14.12
19.64;83.48;42.69;6.80;10.48;26.44;8.03;3.31;5.48;11.90;13.98
19.76;80.34;42.30;6.49;10.48;27.18;7.98;3.25;5.29;11.50;13.82
19.59;82.35;42.72;6.72;10.54;26.77;7.83;3.26;5.41;12.03;13.71
19.07;81.40;41.34;6.51;10.36;26.22;7.79;3.21;5.13;11.64;13.57
19.96;83.74;43.43;6.91;10.60;26.68;8.14;3.22;5.39;11.92;14.00
20.17;84.83;43.91;6.85;10.81;27.79;8.20;3.28;5.60;12.06;14.19
20.51;85.51;44.38;7.00;10.95;27.71;8.38;3.35;5.52;12.23;14.30
20.07;86.39;44.18;7.18;10.92;27.65;8.17;3.35;5.61;12.10;14.37
21.17;91.37;45.58;7.44;11.63;29.13;8.70;3.56;5.87;12.78;15.51
21.04;89.56;45.71;7.26;11.20;28.71;8.71;3.52;5.60;12.44;14.82
21.02;89.62;45.69;7.18;11.45;28.52;8.53;3.43;5.72;12.49;14.88
20.42;87.70;44.99;7.15;11.30;28.20;8.60;3.42;5.70;12.23;14.93
21.38;90.81;46.25;7.41;11.22;28.58;8.68;3.49;5.72;12.70;14.82
21.16;89.75;45.62;7.23;11.38;28.71;8.61;3.51;5.85;12.44;14.89
20.99;91.75;45.61;7.25;11.40;28.56;8.63;3.41;5.65;12.47;15.13
20.99;91.00;46.25;7.25;11.30;29.09;8.63;3.52;5.65;12.36;15.03
21.82;96.62;48.42;7.68;11.69;30.17;8.91;3.67;6.01;12.91;15.81
22.15;94.39;48.42;7.46;12.02;30.72;9.24;3.67;6.01;13.02;15.92
22.09;94.27;48.31;7.70;11.94;29.79;9.04;3.57;5.91;13.16;15.95
22.94;98.97;49.31;7.88;12.10;31.16;9.25;3.77;6.28;13.24;16.55
24.55;104.16;53.45;8.47;13.46;34.14;9.97;4.11;6.60;14.70;18.07
25.82;108.68;55.11;8.74;13.75;35.07;10.41;4.24;6.94;15.03;18.24
26.17;108.47;56.65;8.90;14.26;36.11;10.34;4.19;6.93;15.18;18.58
27.25;115.64;59.11;9.22;14.64;36.33;10.85;4.34;7.19;15.73;19.25
29.64;123.54;62.35;9.93;15.77;39.14;11.68;4.82;7.89;16.79;21.17
29.90;127.13;65.53;10.42;16.00;40.46;12.23;4.98;8.15;17.67;22.04
31.40;133.44;68.76;10.68;16.80;42.70;12.56;5.02;8.32;18.05;22.61
31.93;135.56;69.14;11.02;17.08;43.11;12.77;5.11;8.46;18.52;23.15
31.89;134.75;68.09;10.84;17.06;43.22;12.60;5.10;8.45;18.18;22.80
31.44;134.92;68.09;10.74;16.90;43.13;12.64;5.21;8.37;18.33;22.75
31.49;133.38;69.92;10.98;17.28;43.60;12.92;5.17;8.56;18.57;23.41
31.72;134.20;68.53;10.84;17.05;42.71;12.91;5.26;8.45;18.01;23.11
32.47;138.71;71.27;11.16;17.48;45.29;13.32;5.33;8.66;19.15;23.65
30.91;132.07;67.75;10.62;16.39;41.06;12.33;4.84;8.27;17.64;21.86
31.68;131.50;67.67;10.88;16.48;43.19;12.64;5.12;8.32;17.92;22.56
31.67;136.27;67.89;11.04;17.05;42.55;12.67;5.04;8.45;18.19;22.74
32.00;135.26;68.62;11.05;16.99;43.05;13.03;5.11;8.41;18.14;23.26
32.30;140.89;69.51;11.16;17.08;44.48;13.36;5.24;8.63;18.60;24.02
33.10;139.01;70.27;10.86;17.31;43.96;13.24;5.26;8.66;18.33;23.25
32.50;139.69;72.82;11.23;17.70;43.90;13.10;5.10;8.68;18.89;23.65
32.24;138.87;69.60;11.09;17.74;43.67;13.14;5.29;8.70;18.60;23.71
31.52;133.41;68.37;10.67;17.34;43.53;12.84;5.00;8.34;18.34;23.18
30.83;131.12;66.69;10.71;16.39;41.70;12.49;4.87;8.28;17.85;22.72
31.42;129.41;67.72;10.58;16.60;42.00;12.53;5.05;8.14;17.58;22.30
31.02;132.19;66.58;10.56;16.56;41.25;12.34;4.87;7.96;17.54;22.57
34.14;143.23;73.33;11.56;18.24;45.88;13.55;5.42;8.85;19.69;25.11
34.37;144.21;72.93;11.46;17.82;46.01;13.64;5.46;9.09;19.28;24.91
30.74;130.47;64.58;10.30;16.51;42.34;12.26;5.07;8.17;17.82;22.23
32.75;136.87;69.99;11.03;17.07;43.78;12.93;5.17;8.62;18.27;23.27
32.75;137.27;69.68;11.15;17.59;43.72;13.07;5.23;8.54;18.64;23.52
31.35;133.89;68.13;11.02;16.78;42.71;12.88;5.08;8.47;17.96;22.88
31.39;132.58;67.46;10.69;16.36;41.58;12.36;5.01;8.35;17.70;22.88
31.67;134.80;67.74;10.84;17.10;43.18;12.70;5.08;8.30;17.44;23.37
31.29;128.62;65.55;10.76;16.39;42.05;12.25;5.13;8.44;17.55;22.02
31.70;133.75;67.81;11.02;16.78;42.04;12.54;5.09;8.48;18.14;23.39
32.00;136.17;68.60;10.89;16.85;43.07;12.77;5.28;8.51;18.04;23.15
31.70;135.24;68.57;11.03;17.06;44.45;13.09;5.17;8.61;18.61;23.09
32.29;136.05;68.89;11.22;17.27;43.68;13.12;5.18;8.81;18.47;24.00
31.75;136.37;67.08;10.92;17.07;42.67;12.80;4.95;8.53;18.09;23.21
32.56;135.00;68.87;11.08;17.22;43.30;12.44;5.28;8.52;18.41;22.84
31.78;133.53;67.44;10.93;16.48;42.72;12.78;5.05;8.41;17.99;22.87
32.05;133.95;67.82;10.63;16.87;43.53;12.82;5.06;8.60;18.56;22.78
31.03;132.44;67.22;10.84;16.68;41.53;12.51;5.00;8.51;18.01;22.52
31.34;130.82;67.14;10.89;16.66;42.56;12.37;5.11;8.41;18.15;22.77
33.50;139.44;71.21;11.40;18.07;45.78;13.51;5.44;8.77;19.47;23.85
33.40;143.60;71.19;11.42;17.93;45.88;13.71;5.62;9.32;19.33;24.08
33.83;143.93;72.05;11.75;18.06;46.46;13.50;5.61;9.12;19.63;24.54
30.57;130.35;64.94;10.61;16.63;41.97;12.67;4.91;8.39;18.06;21.86
32.40;134.74;70.60;11.08;17.03;43.48;13.06;5.46;8.76;18.52;23.15
31.38;131.15;67.43;10.94;16.90;42.64;12.87;5.15;8.69;18.18;22.21
31.54;133.87;68.54;11.10;17.06;42.80;12.87;5.31;8.85;18.83;22.69
31.42;133.44;68.50;11.01;16.68;43.40;13.12;5.34;8.91;18.95;22.67
32.82;136.27;71.29;11.27;17.90;44.59;13.43;5.47;9.12;18.90;23.04
32.28;139.44;71.22;11.48;17.97;44.93;13.64;5.49;9.32;19.30;23.63
32.51;137.74;70.43;11.49;17.57;45.31;13.63;5.42;9.19;19.54;23.31
32.94;138.68;70.66;11.69;17.46;45.62;13.51;5.44;9.39;20.09;24.05
32.06;133.45;69.00;11.32;17.13;44.01;13.36;5.34;9.12;19.02;22.95
31.55;131.60;68.49;11.08;17.08;43.87;13.08;5.23;8.93;19.24;22.01
31.29;131.11;68.38;11.29;16.94;43.35;13.13;5.19;9.16;18.93;22.13
32.15;131.74;68.65;11.12;16.82;43.11;12.92;5.41;9.01;18.93;22.08
33.62;141.58;73.20;11.91;18.66;46.33;14.16;5.79;9.81;20.59;24.29
32.35;135.58;69.33;11.56;17.26;44.68;13.56;5.55;9.40;19.57;22.80
31.22;129.01;67.91;11.10;16.72;43.35;13.17;5.47;9.02;19.09;22.34
30.70;127.81;65.84;11.05;16.78;43.18;13.20;5.16;8.89;18.65;21.80
27.29;116.65;61.16;9.91;14.68;37.72;11.72;4.76;7.98;16.74;19.18
27.66;115.07;59.76;9.77;14.46;38.31;11.67;4.69;7.99;16.62;19.54
27.02;110.67;59.33;9.46;14.25;37.09;11.30;4.67;7.62;16.21;19.53
25.97;109.52;57.93;9.34;13.88;36.75;11.13;4.55;7.42;16.04;18.55
25.09;105.01;54.71;8.82;13.34;34.36;10.51;4.30;7.23;15.26;17.41
23.86;101.27;52.26;8.42;12.96;32.71;10.04;4.10;6.91;14.58;16.95
23.52;99.29;51.92;8.48;12.82;32.21;9.75;4.03;6.89;14.41;16.85
23.39;94.70;51.01;8.45;12.47;31.74;9.79;3.92;6.60;14.12;16.28
24.11;102.29;53.42;8.87;12.98;33.52;10.27;4.11;7.03;14.81;17.41
24.39;101.23;53.74;8.74;13.06;33.35;10.25;4.10;7.01;14.79;17.38
24.24;101.79;52.99;8.80;12.87;33.57;10.19;4.18;6.86;14.70;17.05
24.20;102.22;52.86;8.70;13.06;32.69;9.98;3.93;6.90;14.75;16.98
24.03;101.16;51.21;8.71;12.70;32.95;9.97;4.09;6.82;14.48;16.48
23.88;98.59;51.66;8.34;12.45;32.31;9.88;4.01;6.69;14.30;16.36
23.83;98.59;50.94;8.52;12.43;32.56;9.65;4.01;6.88;14.27;16.43
23.37;96.93;49.47;8.30;12.44;31.87;9.71;3.95;6.68;14.16;16.49
22.30;90.25;48.63;7.98;11.63;30.28;9.13;3.75;6.25;13.36;15.47
22.14;90.97;48.31;7.76;11.79;30.77;9.20;3.74;6.42;13.61;15.34
21.69;88.43;46.18;7.76;11.50;29.44;8.97;3.65;6.17;12.99;14.68
21.26;88.19;45.68;7.61;11.51;29.06;8.91;3.62;6.22;13.28;15.13
21.12;89.79;46.61;7.63;11.26;29.31;8.84;3.63;6.14;13.31;14.70
21.40;88.96;45.88;7.38;11.40;29.34;8.97;3.64;6.17;13.36;15.04
21.84;89.08;46.34;7.66;11.63;30.17;9.17;3.69;6.24;13.24;15.22
21.16;87.58;46.38;7.58;11.27;29.29;8.96;3.51;6.10;13.21;14.78
21.35;88.13;46.64;7.77;11.52;29.97;8.99;3.65;6.09;13.11;14.80
21.96;90.33;47.26;7.73;11.94;30.08;9.26;3.82;6.30;13.65;15.18
21.67;89.34;46.93;7.73;11.21;29.87;9.14;3.68;6.13;13.29;14.89
21.77;89.31;47.10;7.87;11.61;30.41;9.30;3.84;6.24;13.72;15.16
21.76;89.64;47.45;7.77;11.79;30.49;9.20;3.74;6.33;13.61;15.05
22.18;92.34;48.28;8.05;11.87;31.40;9.52;3.83;6.48;13.84;15.60
22.66;94.30;48.87;8.08;11.82;30.74;9.46;3.94;6.50;14.09;15.57
22.61;93.53;49.19;8.23;12.00;31.64;9.72;3.97;6.55;13.98;15.87
23.40;96.57;50.47;8.34;12.52;32.26;9.87;3.97;6.72;14.35;16.18
23.19;95.86;50.19;8.13;12.35;31.42;9.54;3.91;6.73;13.85;15.96
22.91;96.35;48.83;8.24;12.16;32.15;9.75;3.92;6.73;14.27;15.87
23.12;96.24;50.60;8.21;12.47;32.15;9.84;3.95;6.59;14.40;16.33
24.49;101.99;53.56;8.85;13.12;34.76;10.49;4.26;7.21;15.63;17.27
25.00;103.74;54.40;8.81;13.22;35.02;10.57;4.41;7.27;15.53;17.29
25.31;106.97;56.01;9.11;13.83;34.98;10.80;4.39;7.20;16.08;18.00
25.51;106.46;54.98;9.14;13.89;35.22;10.84;4.52;7.34;15.92;17.72
26.47;108.56;58.32;9.49;14.40;37.82;11.12;4.57;7.49;16.63;18.50
26.43;110.45;57.58;9.56;14.40;37.29;11.21;4.60;7.67;16.64;18.41
27.13;111.39;59.41;9.48;14.52;38.29;11.28;4.68;7.68;17.04;18.60
27.27;110.88;59.12;9.77;14.60;37.28;11.70;4.83;7.84;17.13;18.70
25.94;108.13;55.56;9.45;13.72;36.31;11.18;4.50;7.38;16.14;18.21
26.28;108.16;56.64;9.42;14.07;36.29;11.05;4.54;7.44;16.40;18.14
26.62;109.07;57.14;9.46;13.96;36.79;11.00;4.61;7.69;17.03;18.45
26.15;110.44;57.54;9.39;14.03;37.09;11.29;4.64;7.61;16.76;18.54
25.20;104.82;55.34;9.09;13.58;36.24;10.70;4.60;7.36;16.11;17.83
26.32;109.03;56.74;9.24;14.04;36.03;11.11;4.56;7.49;16.61;17.90
26.40;111.58;58.79;9.48;14.52;37.91;11.40;4.80;7.44;16.80;18.60
27.49;113.05;60.29;9.99;14.67;37.85;11.59;4.81;7.89;17.26;18.49
26.99;112.74;59.62;9.81;14.48;38.40;11.65;4.78;7.85;16.93;18.77
28.11;115.70;61.10;10.12;14.87;38.73;11.75;5.00;7.87;17.37;18.99
27.82;120.75;63.20;10.38;15.38;39.61;12.31;5.00;8.20;17.95;19.74
28.79;118.42;64.59;10.38;15.31;40.08;12.45;4.93;8.30;18.03;19.85
28.39;119.81;62.13;10.19;14.90;40.36;12.35;4.97;8.02;17.95;19.35
28.67;118.52;62.86;10.16;15.17;39.72;12.08;5.01;8.23;18.13;19.67
28.61;120.72;63.89;10.45;15.55;40.50;12.54;5.10;8.10;18.16;20.25
28.72;121.37;64.86;10.72;15.49;41.69;12.71;5.16;8.34;18.53;20.38
28.13;120.47;63.83;10.27;15.16;40.33;12.20;5.01;8.22;18.24;19.78
28.12;115.03;62.07;10.13;15.08;38.64;11.91;4.94;7.98;17.48;19.00
28.19;119.41;62.51;10.08;14.93;40.31;11.99;4.98;8.04;17.73;19.65
28.00;115.56;62.38;9.97;14.96;39.37;12.14;4.99;7.93;17.64;19.43
28.41;118.27;61.32;10.16;14.91;40.11;12.08;4.89;8.10;18.25;19.03
28.38;118.61;62.37;10.03;15.23;39.84;12.11;4.95;7.94;17.97;19.66
28.67;120.22;61.97;10.16;15.04;39.60;11.96;4.89;7.97;17.87;19.03
27.87;121.31;61.69;9.94;14.97;39.36;12.26;4.90;8.00;17.81;19.36
28.10;116.57;63.10;10.02;14.70;39.68;12.23;4.94;7.94;18.08;19.64
28.00;116.16;63.52;10.11;15.17;39.93;12.06;4.93;8.04;18.28;19.45
28.08;119.70;62.11;9.96;14.88;39.86;12.16;4.92;8.02;18.25;19.54
28.56;119.05;62.71;10.13;15.06;39.86;12.07;4.93;8.05;18.18;19.47
28.30;117.31;62.00;9.90;14.66;39.49;11.96;4.89;7.85;18.01;19.17
27.07;114.81;59.91;9.78;14.41;38.98;11.66;4.76;7.65;17.55;19.05
27.32;113.92;59.65;9.78;14.41;38.60;11.65;4.76;7.64;17.42;18.42
26.64;111.16;60.47;9.67;14.25;38.17;11.52;4.59;7.56;17.23;18.96
26.63;110.10;59.06;9.49;14.18;37.11;11.47;4.69;7.64;17.01;18.12
26.31;111.59;56.77;9.42;13.95;37.32;11.38;4.53;7.46;17.01;17.74
25.63;112.36;57.82;9.35;13.97;37.29;11.05;4.49;7.29;16.64;17.86
25.08;105.50;55.93;9.18;13.19;35.21;10.72;4.36;7.18;16.13;17.07
26.26;111.31;58.68;9.49;13.68;37.10;11.34;4.56;7.27;16.89;17.87
25.74;109.72;57.86;9.32;13.85;36.29;11.16;4.54;7.23;16.43;17.53
26.75;114.39;59.14;9.67;14.06;37.04;11.30;4.65;7.41;17.08;18.08
27.36;115.75;59.61;9.64;14.39;38.28;11.82;4.75;7.71;17.34;18.37
27.85;118.47;62.90;9.99;14.79;39.58;12.13;4.80;7.86;18.26;19.06
28.21;120.08;62.46;10.34;15.04;40.03;12.22;4.97;7.92;17.86;19.48
28.38;120.51;63.75;10.09;14.93;39.27;12.24;4.98;7.94;18.16;19.50
28.64;121.30;63.21;10.09;14.93;40.61;12.37;4.98;7.93;18.02;19.50
28.54;119.95;63.14;9.96;15.21;39.44;11.98;4.98;7.81;17.77;19.25
27.79;119.53;62.33;10.12;14.71;39.53;12.28;4.86;7.96;18.08;19.43
28.27;120.51;62.76;10.14;14.74;39.09;12.31;4.87;7.71;18.39;19.34
28.41;119.72;63.04;10.01;15.15;39.91;12.18;4.73;7.85;17.99;19.62
27.55;119.72;61.94;9.81;14.65;39.77;12.23;4.84;7.79;18.14;18.95
27.56;117.70;60.84;9.85;14.65;38.08;11.98;4.79;7.72;17.57;18.64
27.26;117.50;59.55;9.79;14.42;38.37;11.91;4.63;7.67;17.73;18.66
