load_1_0;load_2_1;load_3_2;load_4_3;load_5_4;load_8_5;load_9_6;load_10_7;load_11_8;load_12_9;load_13_10
7.69;31.59;16.37;2.60;4.21;10.03;3.07;1.30;2.03;4.47;5.25
7.39;29.57;15.43;2.42;3.99;9.27;2.91;1.23;1.87;4.24;5.08
7.20;29.52;15.27;2.38;3.99;9.24;2.87;1.22;1.90;4.28;4.96
7.04;28.33;14.82;2.39;3.80;9.05;2.77;1.17;1.78;3.99;4.78
6.86;28.07;14.31;2.35;3.68;8.74;2.76;1.15;1.79;4.05;4.65
6.69;27.38;14.09;2.24;3.59;8.48;2.69;1.12;1.71;3.86;4.53
6.57;27.28;13.82;2.24;3.53;8.45;2.59;1.12;1.74;3.89;4.52
6.77;27.46;13.59;2.24;3.59;8.43;2.65;1.12;1.75;3.90;4.49
6.85;27.62;14.15;2.24;3.61;8.63;2.65;1.14;1.73;3.88;4.56
7.31;29.60;15.02;2.42;3.95;9.34;2.87;1.19;1.88;4.15;4.94
7.56;29.69;15.43;2.49;4.01;9.34;2.94;1.22;1.93;4.26;5.02
7.34;30.36;15.44;2.48;3.95;9.31;2.83;1.21;1.87;4.15;4.91
7.79;31.46;16.00;2.61;4.16;9.71;3.04;1.28;1.97;4.43;5.17
9.13;36.72;18.90;3.04;4.88;11.54;3.55;1.52;2.28;5.33;6.22
9.41;37.77;19.60;3.14;4.84;11.76;3.66;1.57;2.42;5.29;6.34
9.66;38.05;19.45;3.11;5.10;11.78;3.64;1.59;2.38;5.29;6.35
9.81;39.37;20.37;3.25;5.25;12.43;3.73;1.66;2.49;5.52;6.49
10.07;39.78;20.70;3.40;5.25;12.34;3.83;1.70;2.48;5.67;6.67
9.95;40.99;20.53;3.34;5.33;12.65;3.84;1.63;2.56;5.61;6.68
10.29;41.23;21.38;3.41;5.44;12.75;3.91;1.67;2.61;5.73;6.74
10.34;42.31;21.63;3.37;5.50;12.69;3.96;1.69;2.57;5.87;6.89
10.07;41.35;21.07;3.33;5.43;12.38;3.91;1.67;2.53;5.72;6.73
10.32;42.01;21.01;3.39;5.45;12.75;3.98;1.70;2.58;5.82;6.78
10.21;41.27;20.78;3.43;5.40;12.47;3.86;1.68;2.55;5.61;6.78
10.41;41.56;21.33;3.32;5.46;12.33;3.91;1.70;2.58;5.91;6.94
10.35;41.41;21.30;3.50;5.36;12.51;4.02;1.71;2.61;5.73;6.85
10.38;41.29;20.98;3.39;5.30;12.44;3.83;1.69;2.50;5.67;6.77
10.10;41.36;21.31;3.42;5.35;12.33;3.86;1.71;2.52;5.64;6.83
10.03;40.81;20.59;3.37;5.32;12.65;3.89;1.72;2.55;5.62;6.74
10.19;42.29;20.92;3.42;5.32;12.55;4.03;1.67;2.51;5.70;6.77
10.25;41.89;20.64;3.49;5.39;12.45;3.95;1.67;2.58;5.69;6.83
9.92;40.13;20.21;3.28;5.11;11.89;3.72;1.61;2.48;5.47;6.49
9.64;39.14;19.78;3.14;5.14;11.71;3.57;1.57;2.43;5.36;6.28
8.84;36.11;18.36;2.95;4.76;10.92;3.42;1.47;2.28;4.89;5.96
8.58;35.54;18.00;2.92;4.61;10.72;3.31;1.36;2.21;4.87;5.65
8.36;34.08;17.04;2.77;4.34;10.25;3.14;1.38;2.07;4.65;5.60
8.18;33.46;16.54;2.71;4.31;9.84;3.14;1.35;2.03;4.61;5.47
7.67;31.54;15.57;2.56;4.01;9.58;2.96;1.28;1.92;4.24;5.23
7.21;30.06;14.86;2.44;3.88;8.99;2.77;1.22;1.83;4.05;4.88
7.36;29.56;14.62;2.35;3.87;8.67;2.78;1.15;1.80;3.87;4.75
7.27;30.17;14.59;2.42;3.80;8.87;2.81;1.21;1.82;3.96;4.85
7.63;31.22;15.49;2.54;3.93;9.13;2.89;1.21;1.85;4.22;5.09
7.85;31.79;15.75;2.60;4.07;9.44;2.95;1.24;1.95;4.25;5.13
7.75;31.24;15.56;2.51;3.96;9.38;2.91;1.22;1.92;4.20;5.07
7.71;31.65;15.71;2.61;4.03;9.42;2.96;1.24;1.96;4.27;5.16
7.78;32.87;16.11;2.57;4.07;9.64;2.99;1.32;1.98;4.31;5.21
7.90;32.51;16.11;2.63;4.07;9.46;2.99;1.26;1.98;4.31;5.21
7.72;31.96;15.74;2.61;4.10;9.44;2.97;1.25;1.96;4.22;5.11
7.62;31.67;16.01;2.54;3.96;9.28;2.90;1.24;1.95;4.25;5.14
7.82;32.30;15.53;2.61;3.97;9.30;2.84;1.24;1.96;4.21;5.10
7.73;32.11;15.58;2.58;4.04;9.26;2.87;1.23;1.87;4.16;5.10
7.84;32.73;16.22;2.51;4.01;9.45;2.93;1.26;1.91;4.19;5.21
7.65;31.43;15.83;2.55;4.03;9.31;2.91;1.25;1.96;4.21;5.16
7.57;32.12;15.79;2.60;3.96;9.23;2.90;1.24;1.95;4.14;5.09
7.56;32.25;15.95;2.54;3.96;9.27;2.89;1.30;1.95;4.14;5.20
7.77;32.68;16.01;2.61;4.15;9.31;2.97;1.25;1.96;4.21;5.16
7.53;31.92;15.41;2.49;3.94;9.33;2.84;1.22;1.91;4.17;5.10
8.10;33.96;16.64;2.72;4.21;9.71;3.03;1.30;2.04;4.39;5.51
8.43;34.71;16.91;2.70;4.28;10.19;3.14;1.32;2.07;4.46;5.53
8.57;35.39;17.28;2.84;4.38;10.44;3.22;1.35;2.13;4.64;5.74
8.79;36.68;17.72;2.93;4.36;10.62;3.19;1.43;2.15;4.76;5.73
9.59;39.59;19.62;3.22;4.94;11.46;3.58;1.50;2.36;5.15;6.44
10.01;42.43;20.62;3.29;5.08;12.25;3.66;1.57;2.47;5.45;6.80
10.75;43.78;21.50;3.51;5.38;12.54;3.90;1.64;2.65;5.61;7.09
10.83;45.16;22.62;3.58;5.42;13.06;4.06;1.67;2.71;5.81;7.33
12.11;50.17;25.00;3.92;6.18;14.46;4.44;1.83;2.96;6.45;8.10
12.57;52.15;25.85;4.13;6.28;14.63;4.58;1.97;3.05;6.55;8.35
12.97;54.25;26.58;4.20;6.39;15.43;4.75;2.01;3.20;6.76;8.68
12.87;55.00;27.04;4.35;6.76;15.74;4.82;2.04;3.15;6.85;8.98
13.17;56.17;27.85;4.55;6.82;16.20;4.93;2.08;3.41;7.10;9.19
13.99;59.49;28.96;4.60;7.24;17.22;5.19;2.15;3.42;7.34;9.49
13.94;57.89;29.63;4.68;7.31;16.86;5.17;2.24;3.41;7.50;9.26
14.39;60.92;30.16;4.86;7.54;18.16;5.46;2.28;3.47;7.64;9.92
14.81;62.60;30.84;5.00;7.66;18.99;5.72;2.35;3.68;8.07;10.01
15.05;63.41;31.55;5.16;8.04;19.08;5.67;2.37;3.71;8.15;10.21
15.31;64.63;32.21;5.17;8.24;19.54;5.91;2.53;3.91;8.45;10.56
15.45;65.51;33.45;5.33;8.20;20.24;6.07;2.45;3.94;8.52;10.65
14.93;62.49;31.81;5.22;8.18;19.53;5.83;2.45;3.89;8.28;10.23
14.84;62.99;30.99;5.01;7.82;19.66;5.92;2.51;3.91;8.32;10.23
14.85;60.69;31.09;4.98;8.07;19.23;5.88;2.49;3.89;8.27;10.16
14.79;62.67;31.39;5.03;7.95;19.32;5.94;2.52;4.02;8.55;10.06
14.54;60.30;30.93;4.88;7.90;18.93;5.95;2.44;3.90;8.39;9.86
14.19;59.06;29.91;4.86;7.62;18.39;5.72;2.38;3.81;8.19;9.62
14.28;59.03;29.80;4.92;7.72;19.10;5.79;2.41;3.95;8.58;9.65
14.34;59.78;30.51;4.91;7.70;19.16;5.78;2.41;3.95;8.47;9.82
13.28;56.70;29.31;4.58;7.33;18.32;5.50;2.29;3.76;8.06;9.43
13.25;56.32;28.62;4.60;7.27;18.68;5.61;2.30;3.77;8.19;9.39
13.55;56.13;29.03;4.70;7.47;18.06;5.62;2.40;3.78;8.11;9.31
13.66;57.15;29.17;4.62;7.39;17.82;5.63;2.31;3.79;8.12;9.32
13.21;55.90;28.40;4.58;7.19;17.26;5.48;2.25;3.68;8.18;9.17
13.01;55.03;28.01;4.52;7.14;17.71;5.33;2.26;3.70;8.13;9.04
12.98;55.37;28.41;4.54;7.17;18.24;5.26;2.27;3.72;7.81;9.17
13.12;54.92;28.49;4.49;7.10;17.44;5.39;2.25;3.60;7.82;8.99
13.73;57.36;29.43;4.70;7.33;18.15;5.64;2.35;3.76;8.37;9.50
13.98;59.00;29.98;4.79;7.47;18.77;5.65;2.30;3.83;8.33;9.48
13.91;58.93;29.95;4.86;7.68;18.96;5.74;2.43;3.89;8.46;9.53
13.84;59.12;29.99;4.71;7.50;18.27;5.67;2.31;3.85;8.36;9.61
14.17;57.46;29.90;4.85;7.67;18.83;5.73;2.43;3.79;8.35;9.80
13.52;57.85;29.55;4.73;7.53;18.35;5.70;2.32;3.77;8.30;9.75
13.84;59.41;29.80;4.71;7.40;18.75;5.67;2.40;3.75;8.17;9.52
13.68;57.84;29.89;4.85;7.47;18.54;5.63;2.33;3.88;8.35;9.61
13.54;58.29;29.00;4.71;7.20;18.05;5.47;2.30;3.75;8.16;9.70
13.96;57.21;29.85;4.62;7.32;18.68;5.49;2.31;3.66;8.28;9.44
13.81;57.92;29.73;4.63;7.34;18.54;5.60;2.32;3.77;8.30;9.65
13.63;57.01;29.75;4.70;7.39;18.24;5.57;2.30;3.74;8.06;9.41
13.92;59.04;29.81;4.74;7.50;18.56;5.73;2.37;3.85;8.39;9.77
13.78;58.94;29.52;4.72;7.58;18.40;5.51;2.36;3.84;8.27;9.74
14.02;56.88;29.91;4.81;7.45;18.44;5.49;2.35;3.73;8.34;9.81
13.95;57.76;29.27;4.59;7.42;18.44;5.56;2.34;3.81;8.10;9.46
13.70;56.55;29.44;4.66;7.29;18.17;5.54;2.33;3.69;8.16;9.62
13.61;56.65;29.05;4.63;7.34;18.14;5.50;2.32;3.67;8.01;9.36
13.31;57.59;29.14;4.66;7.28;18.16;5.54;2.23;3.59;8.06;9.71
13.41;56.94;28.86;4.63;7.14;17.95;5.40;2.32;3.57;8.01;9.36
13.20;54.13;28.20;4.56;7.03;17.47;5.41;2.28;3.61;7.79;9.21
13.13;55.17;28.15;4.53;6.99;17.38;5.29;2.17;3.50;7.84;9.16
12.85;54.48;28.03;4.38;6.98;17.41;5.22;2.14;3.54;7.64;9.13
12.90;54.89;28.52;4.49;6.92;17.67;5.24;2.15;3.46;7.85;8.98
13.04;55.94;28.06;4.35;6.99;17.48;5.20;2.17;3.50;7.84;9.26
12.87;55.92;28.76;4.54;7.00;17.79;5.30;2.18;3.50;7.95;9.08
12.97;54.67;27.99;4.48;7.00;17.26;5.13;2.15;3.55;7.65;9.14
12.79;53.54;27.78;4.42;6.81;17.48;5.15;2.12;3.50;7.54;9.11
12.31;51.57;26.09;4.16;6.50;16.30;4.94;1.99;3.21;7.28;8.41
11.85;51.38;25.90;3.98;6.52;16.59;4.82;1.95;3.22;7.03;8.38
11.68;50.48;25.65;4.11;6.33;16.20;4.77;1.97;3.12;7.07;8.14
11.45;48.97;24.80;3.97;6.28;15.82;4.69;1.91;3.18;6.92;8.19
11.08;46.23;23.99;3.82;6.11;15.36;4.58;1.91;2.98;6.72;7.87
11.05;46.21;23.97;3.68;5.86;15.10;4.51;1.80;3.01;6.84;7.66
10.95;46.87;24.00;3.75;5.92;15.00;4.42;1.87;3.00;6.60;7.72
10.69;45.33;23.36;3.69;5.90;14.89;4.42;1.84;2.95;6.41;7.52
10.73;45.95;23.60;3.70;5.77;14.50;4.44;1.78;2.96;6.51;7.70
10.56;45.31;23.16;3.64;5.68;14.50;4.30;1.82;2.91;6.41;7.36
10.12;43.69;22.34;3.51;5.55;13.91;4.14;1.69;2.81;6.25;7.24
9.97;43.18;22.04;3.42;5.51;13.60;4.12;1.67;2.79;6.14;7.11
10.11;42.81;21.89;3.56;5.44;13.80;4.18;1.67;2.79;6.07;7.18
9.93;42.37;21.56;3.42;5.48;13.42;4.04;1.71;2.74;5.96;6.98
9.58;40.08;20.33;3.26;5.08;13.10;3.84;1.56;2.61;5.73;6.71
9.29;38.55;20.04;3.18;5.02;12.72;3.75;1.53;2.61;5.53;6.49
9.13;38.97;19.96;3.21;4.91;12.78;3.71;1.57;2.52;5.60;6.48
9.22;39.21;19.85;3.09;4.82;12.37;3.71;1.55;2.47;5.44;6.31
9.14;39.11;19.71;3.11;4.91;12.25;3.67;1.49;2.49;5.53;6.40
8.86;37.83;19.19;2.99;4.83;12.47;3.67;1.47;2.44;5.32;6.23
9.02;38.60;20.00;3.22;4.86;12.62;3.72;1.51;2.52;5.55;6.56
9.46;40.21;20.52;3.15;5.08;12.80;3.80;1.54;2.57;5.53;6.56
9.40;40.24;20.71;3.29;5.19;13.22;3.88;1.58;2.63;5.79;6.84
9.51;40.01;21.12;3.21;5.18;12.79;3.87;1.57;2.62;5.71;6.76
10.13;42.33;21.31;3.42;5.38;13.34;4.12;1.68;2.65;6.01;7.12
9.81;41.74;21.08;3.32;5.39;13.27;4.08;1.66;2.63;5.80;7.05
9.92;42.05;21.02;3.33;5.27;13.39;4.02;1.60;2.71;5.76;7.01
9.74;42.09;21.15;3.32;5.25;12.99;3.94;1.59;2.56;5.81;6.91
9.74;42.19;21.38;3.39;5.29;13.48;3.95;1.62;2.68;5.86;7.13
10.00;41.83;21.76;3.40;5.32;13.89;4.04;1.63;2.69;5.81;7.16
9.80;42.84;21.38;3.48;5.47;13.57;4.05;1.63;2.70;5.83;7.10
9.95;42.41;21.45;3.41;5.26;13.43;3.98;1.63;2.70;5.75;7.03
10.24;44.08;22.11;3.56;5.57;14.17;4.16;1.71;2.75;6.16;7.27
10.39;44.00;22.34;3.56;5.71;14.25;4.23;1.71;2.67;6.16;7.35
10.49;43.95;22.46;3.50;5.58;14.21;4.24;1.64;2.75;6.10;7.44
10.65;45.74;22.98;3.73;5.63;14.54;4.34;1.75;2.82;6.24;7.61
11.46;50.59;25.50;3.99;6.23;15.78;4.65;1.91;3.16;6.73;8.39
11.99;51.38;25.78;4.11;6.51;16.27;4.88;1.97;3.17;7.11;8.48
12.21;51.29;26.17;4.19;6.54;16.57;4.88;2.01;3.23;7.07;8.81
12.56;54.32;26.66;4.34;6.78;16.99;4.97;2.08;3.34;7.41;9.13
13.53;57.24;29.21;4.67;7.20;18.40;5.65;2.24;3.60;7.98;9.93
13.99;59.79;30.00;4.83;7.55;19.23;5.74;2.32;3.62;8.25;10.07
14.76;61.12;31.40;5.02;7.85;19.57;5.97;2.41;3.87;8.69;10.47
14.58;62.48;32.15;5.11;7.88;20.33;5.96;2.45;3.94;8.52;10.75
14.88;62.94;32.32;5.00;7.87;20.20;5.95;2.45;3.93;8.50;10.42
14.85;60.35;32.02;5.06;7.90;20.12;6.00;2.42;3.90;8.43;10.64
14.96;64.16;31.65;5.06;8.18;20.02;6.03;2.37;3.98;8.83;10.66
14.77;61.41;31.77;5.10;7.86;19.87;5.95;2.44;3.93;8.50;10.52
15.21;65.61;32.75;5.22;8.22;20.54;6.33;2.55;4.11;8.88;11.21
16.07;67.53;34.92;5.44;8.44;21.97;6.36;2.66;4.16;9.14;11.68
16.12;69.09;34.96;5.69;8.65;22.16;6.52;2.61;4.38;9.36;11.61
16.36;69.66;35.73;5.65;8.78;22.26;6.50;2.65;4.33;9.26;11.91
16.62;70.26;35.07;5.74;8.92;22.73;6.72;2.69;4.40;9.65;12.10
16.91;71.91;36.33;5.64;9.15;22.93;6.64;2.76;4.38;9.90;12.28
17.35;71.03;36.59;5.78;9.18;22.76;6.79;2.77;4.40;9.68;12.32
16.64;73.23;36.68;5.80;9.20;22.81;6.93;2.65;4.41;9.45;12.35
16.43;72.41;35.89;5.81;9.10;23.00;6.82;2.78;4.42;9.60;12.26
16.43;72.14;35.82;5.68;9.02;22.24;6.55;2.72;4.32;9.39;12.23
16.11;68.15;34.38;5.53;8.53;21.76;6.49;2.52;4.21;9.26;11.78
16.04;68.13;34.85;5.43;8.56;21.70;6.39;2.65;4.22;9.16;11.58
15.88;67.37;34.40;5.41;8.54;21.17;6.38;2.53;4.21;9.14;11.43
15.77;68.15;34.32;5.42;8.43;21.79;6.50;2.53;4.21;9.03;11.80
16.12;67.89;34.07;5.46;8.49;22.07;6.55;2.55;4.24;8.97;11.76
15.86;66.85;34.03;5.45;8.36;21.44;6.42;2.54;4.24;8.84;11.50
15.05;62.63;32.41;5.17;7.93;20.11;5.98;2.41;4.02;8.50;11.03
15.10;64.57;32.87;5.23;8.25;20.90;6.04;2.44;4.06;8.48;11.15
14.57;62.93;31.97;5.08;7.91;20.11;5.99;2.37;3.84;8.36;10.73
14.58;61.56;31.39;5.01;7.68;19.70;5.79;2.34;3.90;8.46;10.46
14.56;62.77;31.95;5.08;7.79;20.10;5.87;2.37;3.95;8.35;10.84
14.46;60.70;31.12;4.97;7.84;19.42;5.85;2.32;3.75;8.17;10.48
14.69;63.06;31.31;4.97;7.91;19.89;5.99;2.37;3.96;8.36;10.85
14.87;61.96;32.23;5.11;7.94;19.86;5.90;2.38;3.97;8.51;10.78
14.93;64.43;31.93;5.28;7.92;20.33;6.09;2.41;4.02;8.50;11.03
15.31;62.50;32.57;5.18;8.17;20.14;5.99;2.42;4.03;8.63;10.93
15.02;61.33;31.40;5.12;7.96;20.37;6.03;2.39;3.87;8.53;10.70
14.66;62.27;31.82;5.11;7.84;20.23;5.91;2.39;3.98;8.41;10.91
14.69;61.44;31.28;4.93;7.62;20.07;5.94;2.35;3.92;8.52;10.54
14.73;62.31;31.94;5.06;7.87;20.02;5.85;2.36;3.94;8.55;10.57
14.68;61.61;31.80;5.12;7.90;19.68;5.89;2.45;4.00;8.45;10.68
14.52;61.48;31.23;5.06;7.81;19.69;5.94;2.42;3.96;8.36;10.45
15.79;65.01;33.68;5.26;8.07;21.16;6.31;2.57;4.21;9.00;11.23
15.82;66.56;33.04;5.39;8.44;21.80;6.33;2.58;4.34;9.02;11.37
15.78;65.21;33.31;5.38;8.30;21.50;6.43;2.57;4.32;9.12;11.34
15.84;66.29;34.49;5.40;8.68;21.59;6.45;2.58;4.34;9.03;11.50
16.66;70.91;35.52;5.88;8.82;22.90;6.74;2.69;4.53;9.67;12.00
16.21;68.54;35.64;5.72;8.82;22.29;6.68;2.74;4.41;9.54;11.80
16.45;67.70;35.40;5.72;8.94;21.81;6.67;2.74;4.65;9.53;11.68
16.67;69.45;35.39;5.76;8.76;22.67;6.72;2.76;4.56;9.60;11.88
16.95;70.49;35.73;5.89;8.84;23.33;7.00;2.82;4.91;9.95;11.91
16.64;70.87;37.10;6.04;9.24;23.54;7.03;2.83;4.81;10.23;12.20
17.03;71.39;37.21;5.84;8.88;22.98;7.05;2.80;4.74;10.22;12.28
17.32;71.61;37.58;5.86;9.39;24.16;7.20;2.93;4.76;10.13;12.44
16.53;68.81;35.51;5.71;8.85;23.05;6.87;2.79;4.66;10.01;11.76
16.42;69.09;35.12;5.70;8.66;22.35;6.73;2.74;4.67;9.69;11.52
16.51;67.72;35.50;5.77;8.82;22.61;6.90;2.83;4.75;9.95;11.53
16.02;67.32;35.38;5.67;8.68;21.92;6.79;2.78;4.67;9.57;11.68
15.87;66.71;34.43;5.58;8.58;21.88;6.76;2.68;4.50;9.65;11.15
15.51;64.09;33.38;5.34;8.11;21.26;6.47;2.57;4.42;9.14;10.68
14.79;60.95;32.35;5.13;7.79;20.32;6.21;2.47;4.24;8.78;10.36
14.34;59.29;30.98;5.07;7.65;19.70;6.12;2.39;4.11;8.51;10.33
13.05;53.82;28.15;4.55;6.95;17.51;5.49;2.23;3.69;7.81;9.27
12.69;54.05;27.66;4.57;6.85;17.59;5.50;2.20;3.72;7.61;8.97
12.45;52.16;27.60;4.50;6.63;17.28;5.40;2.13;3.60;7.53;9.01
12.13;51.31;26.49;4.39;6.54;16.68;5.11;2.07;3.51;7.42;8.70
11.53;48.68;25.47;4.14;6.18;16.35;4.90;1.96;3.32;7.01;8.29
11.30;48.22;24.04;3.96;5.97;15.47;4.68;1.94;3.24;6.69;7.99
11.02;45.92;24.09;3.96;5.93;15.40;4.66;1.91;3.18;6.64;7.91
10.79;46.03;23.29;3.85;5.84;14.98;4.53;1.85;3.09;6.60;7.69
11.39;47.58;25.09;4.04;6.13;15.79;4.61;1.95;3.24;6.99;8.00
11.44;47.70;24.61;4.10;6.12;15.61;4.75;1.94;3.31;6.98;7.99
11.23;47.41;24.81;4.08;6.08;15.80;4.72;1.93;3.29;6.86;8.01
11.53;46.56;24.56;4.03;5.94;15.36;4.74;1.91;3.26;6.94;8.07
11.19;46.59;24.63;3.99;5.95;15.60;4.55;1.89;3.22;6.72;7.84
11.05;45.90;24.29;3.84;5.83;14.89;4.60;1.85;3.09;6.72;7.62
11.02;45.73;23.76;3.97;5.75;15.13;4.52;1.85;3.15;6.71;7.67
10.93;45.06;23.67;3.91;5.73;14.50;4.45;1.82;3.10;6.68;7.62
10.32;43.19;22.49;3.72;5.45;13.97;4.29;1.73;2.95;6.28;7.11
10.16;42.50;22.17;3.58;5.43;13.99;4.28;1.73;3.00;6.20;7.35
10.03;41.57;21.62;3.55;5.36;13.65;4.18;1.68;2.87;6.11;7.10
9.96;40.91;21.35;3.53;5.32;13.74;4.15;1.67;2.85;6.07;6.87
9.99;41.13;21.46;3.54;5.27;13.71;4.22;1.74;2.85;6.14;7.07
9.97;41.74;21.49;3.55;5.30;13.64;4.17;1.74;2.87;6.04;6.98
10.02;42.43;22.06;3.53;5.36;14.12;4.22;1.77;2.90;6.30;7.12
9.79;41.27;21.56;3.51;5.36;13.61;4.13;1.66;2.89;6.16;6.84
9.93;40.96;21.79;3.68;5.37;13.99;4.18;1.75;2.93;6.31;7.12
10.06;42.14;22.15;3.69;5.47;14.39;4.33;1.78;2.93;6.30;7.07
9.93;41.28;21.93;3.58;5.47;13.76;4.21;1.70;2.89;6.22;6.97
10.23;42.72;21.93;3.65;5.50;14.32;4.41;1.79;2.94;6.33;7.16
10.29;41.93;22.43;3.58;5.43;14.25;4.35;1.79;2.88;6.33;7.16
10.27;43.05;23.09;3.79;5.56;14.65;4.45;1.83;3.01;6.54;7.13
10.44;43.22;22.79;3.74;5.58;14.52;4.40;1.84;3.02;6.63;7.23
10.51;43.77;22.68;3.77;5.55;14.81;4.50;1.85;3.04;6.68;7.27
10.65;44.91;23.13;3.87;5.83;15.13;4.48;1.90;3.19;6.72;7.53
10.71;44.03;23.02;3.88;5.75;14.99;4.55;1.94;3.08;6.62;7.49
10.65;43.81;23.11;3.75;5.63;14.53;4.49;1.88;3.08;6.70;7.50
10.88;44.69;22.99;3.79;5.75;14.81;4.53;1.83;3.11;6.76;7.57
11.59;48.10;25.00;4.08;6.19;15.96;4.96;2.04;3.35;7.07;7.80
11.75;48.38;25.48;4.11;6.17;16.08;4.92;2.06;3.38;7.27;8.22
11.62;48.97;25.72;4.27;6.30;16.80;4.95;2.10;3.37;7.42;8.40
11.74;49.52;25.74;4.29;6.25;16.26;5.12;2.03;3.39;7.30;8.28
12.26;52.38;26.62;4.45;6.64;17.18;5.23;2.19;3.51;7.73;8.51
12.35;51.76;27.14;4.48;6.53;16.99;5.19;2.12;3.54;7.71;8.65
12.72;52.01;27.85;4.56;6.80;17.60;5.44;2.24;3.68;7.92;8.56
12.79;52.53;27.83;4.58;6.68;17.94;5.31;2.17;3.62;8.04;8.77
11.91;50.03;26.21;4.38;6.46;16.91;5.23;2.07;3.46;7.61;8.45
12.02;49.62;26.75;4.34;6.51;16.98;5.12;2.17;3.49;7.68;8.37
12.38;50.55;26.97;4.50;6.55;17.27;5.20;2.21;3.47;7.81;8.28
12.44;51.83;27.02;4.44;6.50;17.04;5.23;2.22;3.57;7.77;8.64
11.89;50.32;26.46;4.30;6.44;16.80;5.14;2.07;3.45;7.59;8.28
12.40;49.99;26.91;4.37;6.55;17.24;5.07;2.11;3.43;7.57;8.50
12.64;52.23;27.44;4.56;6.72;17.28;5.36;2.16;3.60;7.92;8.64
12.58;53.92;28.52;4.60;6.82;17.92;5.42;2.22;3.62;8.05;8.79
12.51;52.92;27.89;4.50;6.87;17.83;5.48;2.21;3.68;8.01;8.83
12.91;53.65;28.41;4.66;7.08;18.16;5.50;2.25;3.75;8.25;8.91
13.42;54.61;28.97;4.70;7.01;18.63;5.64;2.31;3.76;8.46;9.23
13.40;56.29;30.09;4.93;7.18;18.85;5.71;2.33;3.80;8.47;9.08
13.24;55.94;29.37;4.58;7.05;18.59;5.60;2.29;3.73;8.32;9.17
13.45;55.28;29.31;4.88;7.20;18.68;5.74;2.31;3.77;8.48;9.26
13.50;55.57;29.70;4.88;7.23;19.16;5.75;2.35;3.92;8.54;9.32
13.94;58.33;30.09;4.94;7.32;19.32;5.91;2.38;3.88;8.56;9.44
13.09;55.30;29.72;4.82;7.15;18.61;5.69;2.33;3.79;8.53;9.22
13.09;55.23;28.63;4.73;7.01;18.75;5.57;2.28;3.72;8.28;9.21
13.04;55.41;29.16;4.80;7.12;18.61;5.58;2.32;3.77;8.41;9.09
12.95;54.46;29.23;4.69;6.99;18.92;5.62;2.30;3.75;8.18;9.03
13.20;54.85;29.48;4.71;7.03;18.68;5.66;2.31;3.86;8.48;9.08
13.11;56.51;29.08;4.77;7.03;18.58;5.64;2.34;3.82;8.42;9.29
13.31;55.11;29.36;4.81;7.04;18.54;5.67;2.32;3.69;8.41;9.01
12.91;54.37;29.25;4.73;6.97;18.67;5.59;2.32;3.70;8.26;9.12
13.27;55.59;28.79;4.77;7.03;18.56;5.72;2.25;3.73;8.41;8.93
13.14;55.14;28.35;4.67;7.09;18.67;5.70;2.33;3.72;8.38;8.99
12.97;55.95;29.40;4.76;6.92;18.42;5.62;2.33;3.81;8.30;9.08
13.06;55.62;29.25;4.61;6.96;18.80;5.57;2.35;3.83;8.44;9.14
12.95;55.57;29.16;4.72;7.03;18.35;5.57;2.32;3.69;8.32;8.92
12.70;53.06;27.82;4.60;6.68;18.05;5.51;2.17;3.59;8.19;8.52
12.62;52.89;27.90;4.51;6.77;17.38;5.43;2.26;3.59;8.19;8.61
12.47;52.05;27.43;4.46;6.61;17.68;5.29;2.23;3.55;8.01;8.67
12.25;52.36;27.54;4.36;6.58;17.59;5.34;2.22;3.62;7.89;8.63
12.07;51.88;27.16;4.32;6.53;17.29;5.30;2.12;3.51;7.83;8.48
12.23;50.61;26.89;4.29;6.48;16.84;5.26;2.19;3.40;7.61;8.26
11.77;49.53;25.83;4.24;6.28;16.33;5.02;2.04;3.30;7.46;7.77
12.33;51.77;27.04;4.44;6.49;17.26;5.26;2.14;3.45;7.72;8.38
12.18;50.75;26.40;4.33;6.46;16.92;5.23;2.04;3.51;7.76;8.50
12.14;53.07;27.12;4.35;6.70;17.24;5.36;2.18;3.52;7.95;8.54
12.68;53.02;28.01;4.62;6.68;18.07;5.48;2.23;3.51;8.39;8.65
13.06;55.26;29.14;4.71;6.93;18.48;5.69;2.31;3.73;8.44;8.88
13.16;56.23;29.46;4.75;6.98;18.63;5.82;2.33;3.67;8.33;9.04
13.27;56.58;29.32;4.75;6.99;18.74;5.74;2.33;3.68;8.52;8.97
13.18;55.58;29.59;4.75;6.99;18.74;5.74;2.33;3.77;8.34;8.97
12.92;56.18;29.26;4.67;7.00;18.58;5.74;2.33;3.68;8.44;9.15
13.13;56.30;29.14;4.77;7.02;18.35;5.76;2.34;3.69;8.45;9.17
13.07;55.46;29.22;4.78;7.03;18.67;5.68;2.25;3.70;8.48;9.11
12.90;56.28;29.22;4.69;6.94;18.49;5.68;2.25;3.61;8.48;8.84
12.81;55.99;28.93;4.66;6.90;18.10;5.55;2.24;3.67;8.42;8.96
12.69;55.12;28.23;4.62;6.83;18.11;5.59;2.22;3.55;8.25;8.70
12.70;54.25;28.49;4.59;6.70;18.17;5.47;2.21;3.53;8.38;8.73
